rawID	subjID	rt	choice	effort	reward	group	framework	group_framework	trials
24	1010	0.734	1	4	-10	PA	loss	loss1	20
24	1010	0.624	1	8	-5	PA	loss	loss1	21
24	1010	1.687	1	6	-10	PA	loss	loss1	22
24	1010	1.027	1	2	-15	PA	loss	loss1	23
24	1010	1.471	1	2	-20	PA	loss	loss1	24
24	1010	1.074	1	8	-20	PA	loss	loss1	25
24	1010	0.493	1	6	-20	PA	loss	loss1	26
24	1010	0.469	1	4	-10	PA	loss	loss1	27
24	1010	0.441	1	8	-10	PA	loss	loss1	28
24	1010	0.571	1	8	-25	PA	loss	loss1	29
24	1010	0.426	1	8	-20	PA	loss	loss1	30
24	1010	0.984	1	6	-25	PA	loss	loss1	31
24	1010	0.429	1	2	-15	PA	loss	loss1	32
24	1010	0.526	1	6	-10	PA	loss	loss1	33
24	1010	0.684	1	4	-5	PA	loss	loss1	34
24	1010	0.945	1	10	-20	PA	loss	loss1	35
24	1010	0.635	1	2	-5	PA	loss	loss1	36
24	1010	0.606	1	4	-20	PA	loss	loss1	37
24	1010	0.829	1	10	-10	PA	loss	loss1	38
24	1010	0.651	1	6	-15	PA	loss	loss1	39
24	1010	0.455	1	10	-15	PA	loss	loss1	40
24	1010	0.612	1	8	-5	PA	loss	loss1	41
24	1010	1.069	1	2	-20	PA	loss	loss1	42
24	1010	0.628	1	4	-25	PA	loss	loss1	43
24	1010	1.538	1	10	-5	PA	loss	loss1	44
